Stadt Kassel|34117|Kassel, documenta-Stadt|Obere Königsstraße|8|steuern@kassel.de|06192/202-0|ID_OID_9603364_I
Stadt Kelkheim (Taunus)|65779|Kelkheim (Taunus), Stadt|Gagernring|6|ordnungsamt@kelkheim.de|06195/803-0|ID_OID_9008420_I
Stadt Kelsterbach|65451|Kelsterbach, Stadt|Mörfelder Straße|33|gewerbeamt@kelsterbach.de|06192/4004-0|ID_OID_9000593_I
Stadt Kirchhain|35274|Kirchhain, Stadt|Am Markt|1|sicherheit@kirchhain.de|06190/970-0|ID_OID_9005762_I
Stadt Kirtorf|36320|Kirtorf, Stadt|Neustädter Straße|10-12|webmaster@stadt-kirtorf.de|06196/0-0|ID_OID_9002624_I
Stadt Königstein im Taunus|61462|Königstein im Taunus, Stadt|Burgweg|5|Sabrina.geis@koenigstein.de|069/30098-0|ID_OID_9096153_I
Stadt Korbach|34497|Korbach, Kreisstadt|Stechbahn|1|buergerbuero@korbach.de|06196/804-0|ID_OID_9007853_I
Stadt Kronberg - Stadt Kronberg im Taunus|61476|Kronberg im Taunus, Stadt|Katharinenstraße|7|stadt@kronberg.de|06196/7021-0|ID_OID_9800606_I
Stadt Kronberg im Taunus|61476|Kronberg im Taunus, Stadt|Katharinenstraße|12|buergerbuero@kronberg.de|06146/900-0|ID_OID_9747832_I
Stadt Langen |63225|Langen |Südliche Ringstr.|80|gewerbe@langen.de|06103/2630-2|ID_OID_9008027_I
Stadt Langenselbold|63505|Langenselbold, Stadt|Schloßpark|2|Info@langenselbold.de|06145/955-0|ID_OID_9003330_I
Stadt Laubach|35321|Laubach, Stadt|Friedrichstraße|11|ordnungsamt@lich.de|06063/9599-35|ID_OID_9001254_I
Stadt Lauterbach (Hessen)|36341|Lauterbach (Hessen), Kreisstadt|Marktplatz|14|stadtverwaltung@lauterbach-hessen.de|06084/46-0|ID_OID_9007871_I
Stadt Leun|35638|Leun, Stadt|Bahnhofstraße|25|stadt@leun.de|06253/2001-0|ID_OID_9005440_I
Stadt Lich|35423|Lich, Stadt|Unterstadt|1|ordnungsamt@lich.de|05694/9798-0|ID_OID_9205307_I
Stadt Lichtenfels|35104|Lichtenfels, Stadt|Aarweg|10|rathaus@stadt-lichtenfels.de||ID_OID_9040390_I
Stadt Liebenau|34396|Liebenau, Stadt|Lacheweg|1|verwaltung@stadt-liebenau.de||ID_OID_9006756_I
Stadt Linden|35440|Linden, Stadt|Konrad-Adenauer-Straße|25|ordnungsamt@linden.de|06158/181-0|ID_OID_9001304_I
Stadt Lindenfels|64678|Lindenfels, Stadt|Burgstraße|39|rathaus@Lindenfels.de|05623/808-16|ID_OID_9002256_I
Stadt Lollar|35457|Lollar, Stadt|Holzmühler Weg|76|rathaus@lollar.info|05657/9896-0|ID_OID_9001322_I
Stadt Lorch|65391|Lorch, Stadt|Markt|5|info@lorch-rhein.de|06157/988-0|ID_OID_9083451_I
Stadt Lorsch|64653|Lorsch, Stadt|Kaiser-Wilhelm-Platz|1|gewerbeamt@lorsch.de|06162/805-0|ID_OID_9002244_I
Stadt Maintal|63477|Maintal, Stadt|Klosterhofstraße|4-6|gewerbewesen@maintal.de|06452/9344-0|ID_OID_9003469_I
Stadt Marburg|35037|Marburg, Universitätsstadt|Markt|1|ordnung@marburg-stadt.de|06407/9112-44|ID_OID_8999226_I
Stadt Melsungen|34212|Melsungen, Stadt|Am Markt|1|stadtverwaltung@melsungen.de|06624/933-0|ID_OID_9007379_I
Stadt Michelstadt|64720|Michelstadt, Stadt|Frankfurter Straße|3|buergermeister@michelstadt.de|06154/702-0|ID_OID_9004051_I
Stadt Mörfelden-Walldorf|64546|Mörfelden-Walldorf, Stadt|Westendstr.|8|Ordnungsbehoerde@moerfelden-walldorf.de|06431/296-0|ID_OID_9000877_I
Stadt Mühlheim am Main|63165|Mühlheim am Main, Stadt|Friedensstraße|20|sicherheit-ordnung-verkehr@stadt-muehlheim.de|06049/9606-10|ID_OID_9008065_I
Stadt Münzenberg|35516|Münzenberg, Stadt|Hauptstraße|22|info@muenzenberg.de||ID_OID_9005308_I
Stadt Naumburg|34311|Naumburg, Stadt|Burgstraße|15|verwaltung@naumburg.eu|06163/709-0|ID_OID_9006780_I
Stadt Neckarsteinach|69239|Neckarsteinach, Stadt|Hauptstr.|7|info@neckarsteinach.de|06174/202-0|ID_OID_9002196_I
Stadt Neu-Anspach|61267|Neu-Anspach|Bahnhofstraße|26-28|info@neu-anspach.de|06127/9075-0|ID_OID_9002423_I
Stadt Neu-Isenburg|63263|Neu-Isenburg, Stadt|Siemensstr.|14|info@stadt-neu-isenburg.de|06646/970-0|ID_OID_9008083_I
Stadt Neukirchen|34626|Neukirchen, Stadt|Am Rathaus|10|guenter.schmitt@neukirchen.de|06627/9202-0|ID_OID_9007367_I
Stadt Neustadt (Hessen)|35279|Neustadt (Hessen), Stadt|Ritterstraße|5-9|henrich@neustadt-hessen.eu||ID_OID_9005714_I
Stadt Nidda|63667|Nidda, Stadt|Wilhelm-Eckhardt-Platz||buergerservice@nidda.de|06184/599-0|ID_OID_9005356_I
Stadt Niddatal|61194|Niddatal, Stadt|Hauptstraße|2|info@niddatal.de|0611/97457-0|ID_OID_9006008_I
Stadt Nidderau|61130|Nidderau, Stadt|Am Steinweg|1|info@nidderau.de|05631/954-262|ID_OID_9003565_I
Stadt Niedenstein|34305|Niedenstein, Stadt|Obertor|8|info@niedenstein.de|05652/9585-0|ID_OID_9007391_I
Stadt Ober-Ramstadt|64372|Ober-Ramstadt, Stadt|Darmstädter Straße|29|ordnungsverwaltung@ober-ramstadt.de|06085/9810-0|ID_OID_9073675_I
Stadt Obertshausen|63179|Obertshausen, Stadt|Schubertstraße|11|eah@obertshausen.de|0611/1738-0|ID_OID_9008101_I
Stadt Oberursel (Taunus)|61440|Oberursel (Taunus), Stadt|Rathausplatz|1|einwohnerbuero@oberursel.de||ID_OID_9002538_I
Stadt Oestrich-Winkel|65375|Oestrich-Winkel, Stadt|Paul-Gerhardt-Weg|1|buergerbuero@oestrich-winkel.de||ID_OID_9000636_I
Stadt Offenbach|63065|Offenbach am Main, St.|Berliner Straße|100|Gewerbe@offenbach.de|06445/9244-0|ID_OID_8999907_I
Stadt Ortenberg|63683|Ortenberg, Stadt|Lauterbacher Straße|2|einwohnermeldeamt@ortenberg.net|06451/505-0|ID_OID_9005972_I
Stadt Pohlheim|35415|Pohlheim, Stadt|Ludwigstraße|31|gewerbeamt@pohlheim.de|06675/91800-40|ID_OID_9001340_I
Stadt Raunheim|65479|Raunheim, Stadt|Schulstraße|2|Gewerbe@raunheim.de|06206/935-0|ID_OID_9001004_I
Stadt Rauschenberg|35282|Rauschenberg, Stadt|Schloßstraße|1|magistrat@rauschenberg.de|05634/709-0|ID_OID_9005798_I
Stadt Reichelsheim|61203|Reichelsheim (Wetterau), Stadt|Bingenheimer Straße|1|Ordnungsverwaltung@stadt-reichelsheim.de|06404/806-0|ID_OID_9005984_I
Stadt Reinheim|64354|Reinheim, Stadt|Cestasplatz|1|stadtverwaltung@reinheim.de|05605/802-0|ID_OID_9046679_I
Stadt Riedstadt|64560|Riedstadt|Rathausplatz|1|info@riedstadt.de|06073/7410-0|ID_OID_9043449_I
Stadt Rödermark|63322|Rödermark, Stadt|Dieburger Straße|13-17|info@roedermark.de|069/2197-0|ID_OID_9008143_I
Stadt Rodgau|63110|Rodgau, Stadt|Hintergasse|15|buergerservice@rodgau.de|0661/284-0|ID_OID_9008161_I
Stadt Romrod|36329|Romrod, Stadt|Jahnstraße|2|gewerbe@romrod.de|06625/9200-0|ID_OID_9002724_I
Stadt Rosbach|61191|Rosbach v. d. Höhe, Stadt|Homburger Straße|64|buerger@rosbach-hessen.de|02772/5007-0|ID_OID_9005996_I
Stadt Rotenburg a. d. Fulda|36199|Rotenburg a. d. Fulda, Stadt|Marktplatz|14-15|magistrat@rotenburg.de|0641/7954-0|ID_OID_9003810_I
Stadt Rüdesheim am Rhein|65385|Rüdesheim am Rhein, Stadt|Markt|16|Ordnungsamt@stadt-ruedesheim.de|0561/7891-0|ID_OID_9000648_I
Stadt Runkel|65594|Runkel, Stadt|Burgstraße|4|rathaus@stadtrunkel.de|06431/210-0|ID_OID_9001718_I
Stadt Rüsselsheim|65428|Rüsselsheim, Stadt|Marktplatz|4|gewerbewesen@ruesselsheim.de|069/8207-0|ID_OID_8999060_I
Stadt Schlitz|36110|Schlitz, Stadt|An der Kirche|4|info@schlitz.de|0611/1500-0|ID_OID_9002746_I
Stadt Schlüchtern|36381|Schlüchtern, Stadt|Krämerstraße|2|stadtverwaltung@schluechtern.de|05655/9894-14|ID_OID_9003679_I
Stadt Schotten|63679|Schotten, Stadt|Vogelsbergstraße|184|info@schotten.de|06083/9509-0|ID_OID_9002792_I
Stadt Schwalbach am Taunus|65824|Schwalbach am Taunus, Stadt|Marktplatz|1-2|gewerbe@schwalbach.de||ID_OID_9008618_I
Stadt Schwalmstadt|34613|Schwalmstadt, Stadt|Marktplatz|1|d.heinmueller@schwalmstadt.de|0641/303-3231|ID_OID_9007770_I
Stadt Schwarzenborn|34639|Schwarzenborn, Stadt|Marktplatz|1|hautpamt@stadt-schwarzenborn.de|06433/86-64|ID_OID_9007734_I
Stadt Seligenstadt|63500|Seligenstadt, Stadt|Marktplatz|1|ordnungsamt@seligenstadt.de|06453/9123-0|ID_OID_9008179_I
Stadt Solms|35606|Solms, Stadt|Oberndorfer Str.|20|buergerbuero@solms.de|06184/9276-0|ID_OID_9005519_I
Stadt Sontra|36205|Sontra, Stadt|Marktplatz|6|stadtverwaltung@sontra.de|0561/51102-0|ID_OID_9007644_I
Stadt Spangenberg|34286|Spangenberg, Liebenbachstadt|Marktplatz|1|kontakt@spangenberg.de|06074/8180-0|ID_OID_9007746_I
Stadt Staufenberg|35460|Staufenberg, Stadt|Tarjanplatz|1|ordnungsamt@staufenberg.de|06621/406-6|ID_OID_9001394_I
Stadt Steinau an der Straße|36396|Steinau an der Straße, Stadt|Brüder-Grimm-Straße|47|magistrat@steinau.de|06081/589-0|ID_OID_9003655_I
Stadt Steinbach (Taunus)|61449|Steinbach (Taunus), Stadt|Gartenstraße|20|gewerbeamt@stadt-steinbach.de|06151/12-4001|ID_OID_9002612_I
Stadt Tann (Rhön)|36142|Tann (Rhön), Stadt|Marktplatz|9|info@tann-rhoen.de|06252/15-0|ID_OID_9006676_I
Stadt Taunusstein|65232|Taunusstein, Stadt|Aarstraße|150|gewerbe@taunusstein.de|06182/7809-0|ID_OID_9000611_I
Stadt Trendelburg|34388|Trendelburg, Stadt|Marktplatz|1|doreen.weifenbach@trendelburg.de|06151/12-8606|ID_OID_9007050_I
Stadt Ulrichstein|35327|Ulrichstein, Stadt|Marktstraße|28-32|info@ulrichstein.de|06074/373-0|ID_OID_9002869_I
Stadt Usingen|61250|Usingen, Stadt|Wilhelmjstr.|1|buergerbuero@usingen.de|06652/180-0|ID_OID_9002647_I
Stadt Vellmar|34246|Vellmar, Stadt|Rathausplatz|1|info@vellmar.de|06002/502-0|ID_OID_9007086_I
Stadt Viernheim|68519|Viernheim, Stadt|Kettelerstraße|3|ggutperle@viernheim.de|06428/707-0|ID_OID_9002208_I
Stadt Volkmarsen|34471|Volkmarsen, Stadt|Steinweg|29|stadt@volkmarsen.de|0561/787-787|ID_OID_9004992_I
Stadt Wächtersbach|63607|Wächtersbach, Stadt|Main-Kinzig-Straße|31|info@stadt-waechtersbach.de|06147/208-0|ID_OID_9003703_I
Stadt Waldkappel|37284|Waldkappel, Stadt|Leipziger Straße|34|rathaus@waldkappel.de|0641/306-0|ID_OID_9007668_I
Stadt Wanfried|37281|Wanfried, Stadt|Marktstraße|18|daniela.henrichs@wanfried.de|06173/703-1323|ID_OID_9345372_I
Stadt Weilburg|35781|Weilburg, Stadt|Mauerstraße|6/8|buergerbuero@weilburg.de|06173/703-0|ID_OID_9001790_I
Stadt Weiterstadt|64331|Weiterstadt, Stadt|Riedbahnstraße|6|gewerbeamt@weiterstadt.de|0228/14-0|ID_OID_9001022_I
Stadt Wetter|35083|Wetter (Hessen), Stadt|Marktplatz|1|buergerbuero@wetter-hessen.de|089/242278-0|ID_OID_9005912_I
Stadt Wetzlar|35578|Wetzlar, Stadt|Ernst-Leitz-Straße|30|dienstleistungen@wetzlar.de|0611/55-0|ID_OID_8999141_I
Stadt Witzenhausen|37213|Witzenhausen, Stadt|Am Markt|1|stadtverwaltung@witzenhausen.de|030/3481-7221|ID_OID_9007829_I
Stadt Wolfhagen|34466|Wolfhagen, Stadt|Burgstraße|33-35|stadtverwaltung@wolfhagen.de|06431/203-373|ID_OID_9007074_I
Stadt Zierenberg|34289|Zierenberg, Stadt|Poststraße|20|info@stadt-zierenberg.de||ID_OID_9007122_I
Rosenthal|35119|Rosenthal, Stadt|Am Rathaus|2|info@stadt-rosenthal.de||ID_OID_9004917_I
Stadtverwaltung Bad Schwalbach|65307|Bad Schwalbach, Kreisstadt|Adolfstraße|38|kirsten.engel@bad-schwalbach.de|069/2714-5992|ID_OID_9000262_I
Stadtverwaltung Geisenheim|65366|Geisenheim, Stadt|Rüdesheimer Straße|48|eah@geisenheim.de|0561/106-2788|ID_OID_9000310_I
Stadtverwaltung Hadamar|65589|Hadamar, Stadt|Untermarkt|1|stadtverwaltung@hadamar.de|0641/303-0|ID_OID_9001610_I
Stadtverwaltung Lampertheim|68623|Lampertheim, Stadt|Römerstraße|102|poststelle@lampertheim.de|06151/992-0|ID_OID_9199280_I
Stadtverwaltung Zwingenberg|64673|Zwingenberg, Stadt|Untergasse|16|eu-dlr@zwingenberg.de|0661/924-2|ID_OID_8994920_I
Steuerberaterkammer Hessen|60327|Frankfurt am Main, St.|Gutleutstrasse|175|geschaeftsstelle@stbk-hessen.de|0641/934-0|ID_OID_9169723_I
Universitätsstadt Gießen|35390|Gießen, Universitätsstadt|Berliner Platz|1|Gewerbemeldungen@giessen.de|06181/297-0|ID_OID_9617892_I
Waldeck - Frankenberg|34497|Waldeck - Frankenberg|Suedring|2|gewerbeamt@landkreis-waldeck-frankenberg.de|0561/912-0|ID_OID_9146353_I
Waldeck, Stadt|34513|Waldeck, Stadt|Am Rathaus|1|stadt@waldeck.de|06431/2908-0|ID_OID_9202105_I
Werra-Meißner-Kreis|37269|Eschwege, Kreisstadt|Schlossplatz|9|wmk@werra-meissner-kreis.de|06421/290-0|ID_OID_9000027_I
Wetteraukreis|61169|Friedberg (Hessen), Kreisstadt|Europaplatz||Waffen-Jagd@Wetteraukreis.de|0611/3261-0|ID_OID_8999846_I
Wirtschaftsprüferkammer|60318|Frankfurt am Main, St.|Sternstraße|8|lgs-frankfurt@wpk.de|06068/7590-610|ID_OID_9169657_I
Wissenschaftsstadt Darmstadt|64283|Darmstadt, Wissenschaftsstadt|Luisenplatz|5 A|info@darmstadt.de|05572/9378-0|ID_OID_8999871_I
